187,Dosen idaman membuat mahasiswa menjadi semangat dan aktif ketika dikelas. Terima kasih pak,Positif,dosen idam buat mahasiswa semangat aktif kelas terima kasih
188,TOP dosenya diajarin sampai bisa,Positif,top dosen ajar sampai bisa
189,Manteb konsul PBO diajarin sampe paham,Positif,manteb konsul pbo ajar paham
190,Dari kesalahan yang ada saya menjadi belajar bahwa ketika salah harus bangkit. Terima kasih pak,Positif,salah ada jadi ajar salah bangkit terima kasih
191,kedepannya lebih ditingkatkan lagi dalam hal pendekatan terhadap mahasiswa/memberi pelajaran dan memberi materi yang cocok dengan kemampuan mahasiswa.,Negatif,depan lebih tingkat dekat hadap mahasiswa beri ajar beri materi cocok mampu mahasiswa
192,"Dari bapak saya belajar arti kesabaran menunggu bapak datang ke kelas, selain itu juga saya mengucapkan banyak terima kasih ilmu yang di berikan oleh bapak. sukses selalu pak",Positif,ajar arti sabar tunggu datang kelas ucap banyak terima kasih ilmu ikan sukses
193,Dari ibu saya belajar fokus dan serius untuk memecahkan masalah. terima kasih ibu,Positif,ajar fokus serius pecah masalah terima kasih
194,penyampaian dan arahan materi jelas,Positif,arah materi jelas
195,Disiplin dalam penyampaian materi,Positif,disiplin materi
196,"Cara mengajar dosen bagus, menarik",Positif,cara ajar dosen bagus tarik
197,Cara mengajar dosen mudah dipahami,Positif,cara ajar dosen mudah paham
198,"Dosen sangat membantu mahasiswa belajar, pembelajarannya sangat menarik, mudah dimenngerti",Positif,dosen sangat bantu mahasiswa ajar tarik
199,"suasana kegiatan belajar terlihat kaku, lebih mencairkan suasana",Negatif,suasana giat ajar lihat kaku lebih cair
200,saya merasa puas dengan sistem mengajarnnya,Positif,rasa puas sistem ajar
201,"Sensei kenny sudah sangat baik dalam hal mengajar nya dan kedekatannya dengan mahasiswa/i nya juga sangat baik. Oleh karena itu menurut saya , pertahankan cara mengajar ibu yg seperti ini dan terimakasih atas semua ilmu yg telah ibu berikan kepada saya",Positif,sensei kenny sangat baik ajar ndekat mahasiswa nsangat turut tahan cara ibu yg terimakasih atas semua ilmu
202,"Dosen sangat menarik, cara mengajar unik, mudah dipahami oleh mahasiswa, untuk kedepannya agar lebih mantap lagi",Positif,dosen sangat tarik cara ajar unik mudah paham mahasiswa depan lebih mantap lagi
203,"cara mengajar baik, mudah dimengerti oleh mahasiswa",Positif,cara ajar baik mudah erti mahasiswa
204,Pengajarannya sangat sesuai dgn kriteria,Positif,ajar sangat sesuai kriteria
205,Tapi kebnyakan tugas pusing,Negatif,banyak tugas pusing
206,Absen dikorupsi saya dateng dan hadir terus dalam perkuliaahaan dianggap tidak hadir absen uas pun juga,Negatif,absen korupsi dateng hadir terus perkuliaahaan anggap
207,semoga kedepannya lebih baik lagi,Negatif,moga depan lebih baik lagi
208,Bagus dalam cara mengajarnya,Positif,bagus cara ajar
209,Mengajarnya yang mengasyikan,Positif,ajar asyik
210,semoga ilmu yang bapak kasih dapet saya pergunakan dengan baik,Positif,moga ilmu kasih dapet baik
211,semoga ilmu yang di berikan dapat di gunakan dengan baik,Positif,moga ilmu ikan baik
212,bahagialah anda mempunyai catatan lengkap,Positif,bahagia punya catat lengkap
213,Tidak ada karena dosen mengajar sesuai dengan yang diharapkan,Positif,dosen ajar sesuai harap
214,trimakasih banyak sensei atas 1 smsternya. mohon maaf bila selama dalam pelajaran ada perbuatan/tingkah laku yang tidak sopan.,Positif,terimakasih banyak sensei atas semester mohon maaf bila lama ajar buat tingkah laku sopan
215,dosennya kurang dalam mengajar,Negatif,dosen kurang ajar
216,Terimakasih pak/bu atas ilmu dan nasihat yang telah di berikan kepada kami,Positif,terimakasih atas ilmu nasihat beri kami
217,"pengajarannya baik dan efektif, semoga kedepannya akan menjadi lebih baik lagi.",Positif,ajar baik efektif moga depan jadi lebih baik
218,Terimakasih pak/bu atas ilmu dan nasihat yang telah di berikan kepada saya,Positif,terimakasih atas ilmu nasihat beri
219,Penyajian bahan kuliah kurang,Negatif,saji bahan kuliah kurang
220,Tolong di perbaiki cara mengajarnya pak,Negatif,baik cara ajar
221,Dosen kurang menggunakan waktu,Negatif,dosen kurang guna waktu
222,Lain kali jika ingin menggabungkan dua matkul sekaligus harus memanfaatkan waktu sebaik baiknya,Negatif,kali gabung matkul sekaligus manfaat waktu baik
223,Ditingkatkan kembali cara mengajarnya sudah bagus dan koperatif sekali terimakasih,Negatif,tingkat cara ajar bagus koperatif sekali terimakasih
224,Dosen sudah cukup baik dan perlu ditingkatkan kembali cara mengajarnya,Positif,dosen cukup baik perlu tingkat cara ajar
225,"semuanya baik, ilmu yang di berikan sangat bermanfaat.",Positif,semua baik ilmu ikan sangat manfaat
